ccode,iso,year,govvote,oppvote,frac,partycount,right,left,extr,protests,protestsdev,demosdev,riotsdev,strikesdev,rgdp,gdppeak,crisisJST,pk_fin,pk_norm,pk_dis,cpi,govcris,turnover,vetopl,dict,election,election_year
1,AUS,1870,,,,,,,,,,,,,13.6702,0,0,0,0,0,,,,,0,,
1,AUS,1871,,,,,,,,,,,,,13.7697,0,0,0,0,0,,,,,0,,
1,AUS,1872,,,,,,,,,,,,,14.8638,0,0,0,0,0,,,,,0,,
1,AUS,1873,,,,,,,,,,,,,16.0249,0,0,0,0,0,,,,,0,,
1,AUS,1874,,,,,,,,,,,,,16.0731,0,0,0,0,0,,,,,0,,
1,AUS,1875,,,,,,,,,,,,,17.3811,1,0,0,1,0,,,,,0,,
1,AUS,1876,,,,,,,,,,,,,16.8149,0,0,0,0,0,,,,,0,,
1,AUS,1877,,,,,,,,,,,,,16.94,0,0,0,0,0,,,,,0,,
1,AUS,1878,,,,,,,,,,,,,17.9869,1,0,0,1,0,,,,,0,,
1,AUS,1879,,,,,,,,,,,,,17.6727,0,0,0,0,0,,,,,0,,
1,AUS,1880,,,,,,,,,,,,,18.0218,0,0,0,0,0,,,,,0,,
1,AUS,1881,,,,,,,,,,,,,18.7577,1,0,0,1,1,,,,,0,,
1,AUS,1882,,,,,,,,,,,,,17.0487,0,0,0,0,0,,,,,0,,
1,AUS,1883,,,,,,,,,,,,,18.8535,1,0,0,1,1,,,,,0,,
1,AUS,1884,,,,,,,,,,,,,18.098,0,0,0,0,0,,,,,0,,
1,AUS,1885,,,,,,,,,,,,,18.6154,1,0,0,1,0,,,,,0,,
1,AUS,1886,,,,,,,,,,,,,18.2112,0,0,0,0,0,,,,,0,,
1,AUS,1887,,,,,,,,,,,,,19.5265,1,0,0,1,0,,,,,0,,
1,AUS,1888,,,,,,,,,,,,,18.9684,0,0,0,0,0,,,,,0,,
1,AUS,1889,,,,,,,,,,,,,20.0237,1,0,0,1,1,,,,,0,,
1,AUS,1890,,,,,,,,,,,,,18.7695,0,0,0,0,0,,,,,0,,
1,AUS,1891,,,,,,,,,,,,,19.6738,1,0,1,0,0,,,,,0,,
1,AUS,1892,,,,,,,,,,,,,16.7757,0,0,0,0,0,,,,,0,,
1,AUS,1893,,,,,,,,,,,,,15.5462,0,1,0,0,0,,,,,0,,
1,AUS,1894,,,,,,,,,,,,,15.7924,1,0,1,0,0,,,,,0,,
1,AUS,1895,,,,,,,,,,,,,14.6031,0,0,0,0,0,,,,,0,,
1,AUS,1896,,,,,,,,,,,,,15.4458,1,0,0,1,1,,,,,0,,
1,AUS,1897,,,,,,,,,,,,,14.3153,0,0,0,0,0,,,,,0,,
1,AUS,1898,,,,,,,,,,,,,16.3189,1,0,0,1,0,,,,,0,,
1,AUS,1899,,,,,,,,,,,,,16.0994,0,0,0,0,0,,,,,0,,
1,AUS,1900,,,,,,,,,,,,,16.8378,1,0,0,1,0,,,,,0,,
1,AUS,1901,44.400002,55.599998,0.65742218,4,,,,,,,,,16.09456062,0,0,0,0,0,2.458333015,,0,,0,1,1901
1,AUS,1902,44.400002,55.599998,0.65742218,4,,,,,,,,,16.02592087,0,0,0,0,0,2.625,,0,,0,0,1901
1,AUS,1903,31,64.600014,0.6744889,4,,,,,,,,,17.10195923,0,0,0,0,0,2.666666985,,0,,0,1,1903
1,AUS,1904,31,64.600014,0.6744889,4,,,,,,,,,18.03043938,1,0,0,1,0,2.541666985,,0,,0,0,1903
1,AUS,1905,31,64.600014,0.6744889,4,,,,,,,,,17.97607994,0,0,0,0,0,2.541666985,,0,,0,0,1903
1,AUS,1906,36.599998,61.700001,0.70115548,4,,,,,,,,,18.93610954,0,0,0,0,0,2.583333015,,0,,0,1,1906
1,AUS,1907,36.599998,61.700001,0.70115548,5,,,,,,,,,19.40154076,0,0,0,0,0,2.583333015,,0,,0,0,1906
1,AUS,1908,36.599998,61.700001,0.70115548,5,,,,,,,,,19.72929955,0,0,0,0,0,2.666666985,,0,,0,0,1906
1,AUS,1909,36.599998,61.700001,0.70115548,5,,,,,,,,,20.9611702,0,0,0,0,0,2.708333015,,0,,0,0,1906
1,AUS,1910,50,49.599998,0.50026667,5,,,,,,,,,21.94778061,1,0,0,1,0,2.75,,0,,0,1,1910
1,AUS,1911,50,49.599998,0.50026667,3,,,,,,,,,21.48825073,0,0,0,0,0,2.958333015,,0,,0,0,1910
1,AUS,1912,50,49.599998,0.50026667,3,,,,,,,,,21.46512985,0,0,0,0,0,3.208333015,,0,,0,0,1910
1,AUS,1913,48.900002,48.5,0.4999111,3,,,,,,,,,21.71916008,1,0,0,1,0,3.166666985,,0,,0,1,1913
1,AUS,1914,50.900002,49.099998,0.50417781,2,,,,,,,,,21.15867996,0,0,0,0,0,3.333333015,,0,,0,1,1914
1,AUS,1915,50.900002,49.099998,0.50417781,3,,,,,,,,,20.60659981,0,0,0,0,0,3.708333015,,0,,0,0,1914
1,AUS,1916,50.900002,49.099998,0.50417781,3,,,,,,,,,20.52985001,0,0,0,0,0,3.791666985,,0,,0,0,1914
1,AUS,1917,54.200001,43.900002,0.41457781,3,,,,,,,,,20.16327095,0,0,0,0,0,4.041666985,,0,,0,1,1917
1,AUS,1918,54.200001,43.900002,0.41457781,2,,,,,,,,,19.35230064,0,0,0,0,0,4.333333015,,0,,0,0,1917
1,AUS,1919,45.099998,52.700001,0.62933338,2,0,0,0,0,-0.037943687,0.000950418,-0.013873096,-0.025021009,19.84720039,0,0,0,0,0,4.875,0,0,,0,1,1919
1,AUS,1920,45.099998,52.700001,0.62933338,4,0,0,0,0,0.04242055,0.000139526,0.033488111,0.008792914,20.06435013,0,0,0,0,0,4.958333015,0,0,,0,0,1919
1,AUS,1921,45.099998,52.700001,0.62933338,4,0,0,0,0,0.128855777,-0.000823434,0.083069013,0.046610199,20.68759918,0,0,0,0,0,4.5,0,0,,0,0,1919
1,AUS,1922,47.799999,51.599998,0.68871188,4,0,0,0,0,0.220645697,-0.002112852,0.131731208,0.09102734,21.34489059,0,0,0,0,0,4.416666985,0,0,,0,1,1922
1,AUS,1923,47.799999,51.599998,0.68871188,5,0,0,0,1,0.296457086,-0.003771369,0.163045252,0.137183202,21.89782906,0,0,0,0,0,4.416666985,0,0,,0,0,1922
1,AUS,1924,47.799999,51.599998,0.68871188,5,0,0,0,1,0.29965341,-0.005503571,0.139504708,0.165652274,22.86881065,0,0,0,0,0,4.458333015,0,0,,0,0,1922
1,AUS,1925,53.200001,46.700001,0.62915522,5,0,0,0,0,0.237068551,-0.006410625,0.108419445,0.135059731,23.45368958,0,0,0,0,0,4.5,0,0,,0,1,1925
1,AUS,1926,53.200001,46.700001,0.62915522,4,0,0,0,0,0.178495395,-0.004713126,0.094778584,0.088429937,23.5376091,1,0,0,1,1,4.5,0,0,,0,0,1925
1,AUS,1927,53.200001,46.700001,0.62915522,4,0,0,0,0,0.155795858,0.002394032,0.106224129,0.047177697,23.41362,0,0,0,0,0,4.583333015,0,0,,0,0,1925
1,AUS,1928,49.599998,50.5,0.64750701,4,0,0,0,0,0.172272594,0.018470054,0.135233515,0.018569025,23.01770973,0,0,0,0,0,4.625,0,0,,0,1,1928
1,AUS,1929,48.799999,51.200001,0.56440443,5,0,0,0,1,0.20630092,0.0466911,0.157288314,0.002321505,22.20895004,0,0,0,0,0,4.625,0,0,,0,1,1929
1,AUS,1930,48.799999,51.200001,0.56440443,4,0,0,0,0,0.208692536,0.087278121,0.126232737,-0.004818322,19.84159088,0,0,0,0,0,4.25,1,0,,0,0,1929
1,AUS,1931,36.400002,63.299999,0.70740998,6,0,0.30000001,0.30000001,0,0.208154548,0.132981493,0.081648412,-0.006475357,18.33345032,0,0,0,0,0,4.083333015,1,0,,0,1,1931
1,AUS,1932,36.400002,63.299999,0.70740998,5,0,0.30000001,0.30000001,1,0.200003252,0.162587093,0.042919731,-0.005503571,19.22549057,0,0,0,0,0,3.916666985,0,0,,0,0,1931
1,AUS,1933,36.400002,63.299999,0.70740998,5,0,0.30000001,0.30000001,0,0.146250219,0.133603757,0.016367338,-0.003720876,20.40859032,0,0,0,0,0,3.916666985,0,0,,0,0,1931
1,AUS,1934,42.299999,51.400002,0.76728892,5,0,1.3,1.3,0,0.087810047,0.088429937,0.001444723,-0.002064613,21.3321209,0,0,0,0,0,3.916666985,0,0,,0,1,1934
1,AUS,1935,42.299999,51.400002,0.76728892,4,0,1.3,1.3,0,0.042197301,0.048087484,-0.005013401,-0.000876782,22.42679977,0,0,0,0,0,3.958333015,0,0,,0,0,1934
1,AUS,1936,42.299999,51.400002,0.76728892,4,0,1.3,1.3,0,0.012876937,0.019449458,-0.006403475,-0.000169047,23.26930046,0,0,0,0,0,4.083333015,0,0,,0,0,1934
1,AUS,1937,45.18,52.110001,0.68337768,3,0,0.5,0.5,0,-0.003437658,0.001694923,-0.005319796,0.000187215,24.24703979,0,0,0,0,0,4.166666985,0,0,,0,1,1937
1,AUS,1938,45.18,52.110001,0.68337768,3,0,0.5,0.5,0,-0.012093404,-0.009108972,-0.003332107,0.000347675,24.84617043,1,0,0,1,0,4.25,0,0,,0,0,1937
1,AUS,1939,45.18,52.110001,0.68337768,3,0,0.5,0.5,0,-0.017887199,-0.017166265,-0.001158981,0.000438047,24.67243004,0,0,0,0,0,4.375,0,0,,0,0,1937
1,AUS,1940,41.299999,56.099998,0.7008,3,0,0,0,,,,,,26.0392704,0,0,0,0,0,4.625,,0,,0,1,1940
1,AUS,1941,41.299999,56.099998,0.7008,4,0,0,0,,,,,,28.69207001,0,0,0,0,0,4.875,,0,,0,0,1940
1,AUS,1942,41.299999,56.099998,0.7008,4,0,0,0,,,,,,31.75000954,0,0,0,0,0,5.166666985,,0,,0,0,1940
1,AUS,1943,49.900002,44.099998,0.53404438,5,0,0,0,,,,,,32.59231949,1,0,0,1,0,5.208333015,,0,,0,1,1943
1,AUS,1944,49.900002,44.099998,0.53404438,4,0,0,0,,,,,,31.13574982,0,0,0,0,0,5.25,,0,,0,0,1943
1,AUS,1945,49.900002,44.099998,0.53404438,4,0,0,0,,,,,,29.23258972,0,0,0,0,0,5.375,,0,,0,0,1943
1,AUS,1946,49.700001,47.599998,0.6040889,4,0,0,0,0,0.124322806,-2.33922E-05,0.133890206,0.00142747,27.85622978,0,0,0,0,0,5.5,0,0,,0,1,1946
1,AUS,1947,49.700001,47.599998,0.6040889,5,0,0,0,0,0.287605525,-3.32883E-05,0.229761275,0.092692883,28.15373039,0,0,0,0,0,5.916666985,0,0,,0,0,1946
1,AUS,1948,49.700001,47.599998,0.6040889,5,0,0,0,1,0.430996596,-3.94416E-05,0.304209911,0.183729901,29.45714951,0,0,0,0,0,6.416666985,0,0,,0,0,1946
1,AUS,1949,50.099998,49.900002,0.62383503,5,0,0,0,2,0.488587485,-3.27833E-05,0.299051878,0.259479266,30.62594986,0,0,0,0,0,6.968818188,0,0,,0,1,1949
1,AUS,1950,50.099998,49.900002,0.62383503,4,0,0,0,0,0.436413752,2.07E-06,0.218332901,0.275484939,31.39817047,0,0,0,0,0,7.609278202,0,0,6.902,0,0,1949
1,AUS,1951,50.200001,47.700001,0.6094256,4,0,0,0,1,0.348114932,8.57315E-05,0.129153955,0.256677746,31.81580925,1,0,0,1,0,9.118933678,0,0,3.332,0,1,1951
1,AUS,1952,50.200001,47.700001,0.6094256,4,0,0,0,0,0.227504355,0.000238507,0.063682752,0.183910922,31.42844009,0,0,0,0,0,10.68959045,0,0,1.316,0,0,1951
1,AUS,1953,50.200001,47.700001,0.6094256,4,0,0,0,0,0.133600515,0.000466971,0.03342237,0.107872813,31.80592918,0,0,0,0,0,11.14706039,0,0,1.316,0,0,1951
1,AUS,1954,47,50.099998,0.60479867,4,0,0,0,0,0.089021206,0.000739538,0.039686646,0.049826016,33.04322815,0,0,0,0,0,11.22329998,0,0,1.316,0,1,1954
1,AUS,1955,47.599998,44.700001,0.61147243,4,0,0,0,0,0.095008143,0.000949909,0.07844184,0.01377348,34.07133102,0,0,0,0,0,11.45203972,0,0,1.316,0,1,1955
1,AUS,1956,47.599998,44.700001,0.61147243,2,0,0,0,0,0.138559645,0.000873459,0.139304346,-0.00425401,34.42303085,1,0,0,1,0,12.16874981,0,0,1.316,0,0,1955
1,AUS,1957,47.599998,44.700001,0.61147243,2,0,0,0,1,0.19147273,0.000133578,0.199339866,-0.010429426,34.3445282,0,0,0,0,0,12.46990967,0,0,1.316,0,0,1955
1,AUS,1958,46.400002,42.900002,0.61407387,3,0,0,0,0,0.203374872,-0.001786098,0.213325405,-0.010245099,35.27732086,0,0,0,0,0,12.63383961,0,0,1.316,0,1,1958
1,AUS,1959,46.400002,42.900002,0.61407387,2,0,0,0,0,0.204161458,-0.005423307,0.215047138,-0.007524649,36.67905045,0,0,0,0,0,12.86639023,0,0,1.316,0,0,1958
1,AUS,1960,46.400002,42.900002,0.61407387,3,0,0,0,1,0.191187896,-0.01103001,0.204159178,-0.004452483,37.38534164,0,0,0,0,0,13.35435963,0,0,1.316,0,0,1958
1,AUS,1961,42,48,0.59950572,3,0,0,0,0,0.129143759,-0.017990437,0.145908093,-0.002009063,38.23952866,1,0,0,1,0,13.68984032,0,0,1.36,0,1,1961
1,AUS,1962,42,48,0.59950572,3,0,0,0,0,0.063032106,-0.023924021,0.083778533,-0.000462454,37.5196991,0,0,0,0,0,13.65172005,0,0,2.2679999,0,0,1961
1,AUS,1963,46,45.5,0.62226838,3,0,0,0,0,0.017192997,-0.02357172,0.037909853,0.000240729,39.42615128,0,0,0,0,0,13.7241497,0,0,6.902,0,1,1963
1,AUS,1964,46,45.5,0.62226838,3,0,0,0,0,0.005881352,-0.007846652,0.015036843,0.000227863,41.01470947,0,0,0,0,0,14.04819012,0,0,6.5,0,0,1963
1,AUS,1965,46,45.5,0.62226838,3,0,0,0,0,0.040601213,0.036109541,0.015828716,-0.000412189,43.3742485,0,0,0,0,0,14.6047802,0,0,1.316,0,0,1963
1,AUS,1966,49.900002,42.700001,0.61992723,3,0,0,0,0,0.131915606,0.122410682,0.03854879,-0.001627026,45.2301712,0,0,0,0,0,15.03938007,0,0,1.316,0,1,1966
1,AUS,1967,49.900002,42.700001,0.61992723,4,0,0,0,0,0.283891362,0.259393066,0.078927788,-0.003298293,46.38423157,0,0,0,0,0,15.51972008,0,0,1.316,0,0,1966
1,AUS,1968,49.900002,42.700001,0.61992723,3,0,0,0,0,0.479488816,0.43580728,0.12652863,-0.005047314,49.60602951,0,0,0,0,0,15.93144989,0,0,1.316,0,0,1966
1,AUS,1969,43.400002,47,0.61619198,3,0,0,0,3,0.656245685,0.598901019,0.158285784,-0.005967684,51.23670959,0,0,0,0,0,16.39654922,2,0,1.316,0,1,1969
1,AUS,1970,43.400002,47,0.61619198,3,0,0,0,5,0.674981473,0.626192816,0.130889143,-0.004345428,52.59217834,0,0,0,0,0,17.03700066,0,0,1.316,0,0,1969
1,AUS,1971,43.400002,47,0.61619198,3,0,0,0,0,0.513323476,0.475155007,0.086606421,0.002488258,52.84854126,0,0,0,0,0,18.07012939,0,0,1.316,0,0,1969
1,AUS,1972,49.599998,41.400002,0.594688,3,0,0,0,0,0.327583471,0.289750599,0.046763068,0.017897446,53.39678955,0,0,0,0,0,19.12994003,0,0,1.27,0,1,1972
1,AUS,1973,49.599998,41.400002,0.594688,3,0,0,0,0,0.19194148,0.137917795,0.018827508,0.044848088,54.87395096,1,0,0,1,0,20.94075966,0,0,0,0,0,1972
1,AUS,1974,49.299999,45.700001,0.60338521,3,0,0,0,0,0.128164169,0.041234703,0.002786076,0.083442542,54.11054993,0,0,0,0,0,24.10494041,1,0,0,0,0,1974
1,AUS,1975,52.799999,43,0.60288918,3,0,0,0,0,0.127307566,-0.000787414,-0.004387297,0.126607475,54.93877029,0,0,0,0,0,27.73802948,2,0,0.18000001,0,1,1975
1,AUS,1976,52.799999,43,0.60288918,3,0,0,0,1,0.159921435,0.004765152,-0.006164452,0.153918745,56.27482986,1,0,0,1,0,31.48929977,0,0,1.316,0,0,1975
1,AUS,1977,47.900002,39.799999,0.59300208,3,0,0,0,0,0.176186327,0.050932096,-0.005315261,0.124695016,56.20669937,0,0,0,0,0,35.36256027,0,0,1.316,0,1,1977
1,AUS,1978,47.900002,39.799999,0.59300208,3,0,0,0,0,0.211598912,0.129990688,-0.003623285,0.084531501,57.88502884,0,0,0,0,0,38.16456985,0,0,1.316,0,0,1977
1,AUS,1979,47.900002,39.799999,0.59300208,3,0,0,0,1,0.27346605,0.226069065,-0.002021641,0.05907221,59.09664154,0,0,0,0,0,41.63373184,0,0,1.316,0,0,1977
1,AUS,1980,46.299999,45.099998,0.62131202,3,0,0,0,0,0.335238775,0.30249685,-0.000863723,0.060436112,60.37882996,0,0,0,0,0,45.84980011,0,0,2.118,0,1,1980
1,AUS,1981,46.299999,45.099998,0.62131202,3,0,0,0,0,0.437517099,0.397336168,-0.000179461,0.091290626,61.32654953,1,0,0,1,1,50.2934494,0,0,6.1999998,0,0,1980
1,AUS,1982,46.299999,45.099998,0.62131202,3,0,0,0,1,0.567262833,0.500249648,0.00013941,0.144633389,58.84315109,0,0,0,0,0,55.89891052,0,0,6.1999998,0,0,1980
1,AUS,1983,49.5,43.400002,0.551808,3,0,0,0,3,0.641435052,0.53732613,0.00022987,0.19885554,60.85778046,0,0,0,0,0,61.55228043,0,0,2.8959999,0,1,1983
1,AUS,1984,47.5,45,0.58445942,3,0,0,0,1,0.597134326,0.465518061,0.00020659,0.209206876,63.42073822,0,0,0,0,0,63.98371124,0,0,2.096,0,1,1984
1,AUS,1985,47.5,45,0.58445942,3,0,0,0,0,0.490638716,0.331583676,0.000147467,0.210023855,65.35186005,0,0,0,0,0,68.29560089,0,0,2.096,0,0,1984
1,AUS,1986,47.5,45,0.58445942,3,0,0,0,1,0.393588337,0.21870187,9.73385E-05,0.202169836,65.75937653,0,0,0,0,0,74.49993896,0,0,2.096,0,0,1984
1,AUS,1987,45.799999,45.799999,0.56145,3,0,0,0,0,0.299121113,0.156998149,7.7451E-05,0.152904362,68.35547638,0,0,0,0,0,80.8240509,0,0,2.096,0,1,1987
1,AUS,1988,45.799999,45.799999,0.56145,3,0,0,0,0,0.248304383,0.141605721,9.34752E-05,0.108043349,69.98361969,0,0,0,0,0,86.66905975,0,0,2.096,0,0,1987
1,AUS,1989,45.799999,45.799999,0.56145,3,0,0,0,1,0.234346105,0.142538088,0.00013869,0.088938017,71.54257965,1,1,1,0,0,93.22074127,0,0,2.096,0,0,1987
1,AUS,1990,39.400002,46.599998,0.57514608,3,0,0,0,0,0.210725539,0.10715184,0.000191417,0.09965265,70.06231689,0,0,0,0,0,100,0,0,2.096,0,1,1990
1,AUS,1991,39.400002,46.599998,0.57514608,3,0,0,0,0,0.204330115,0.070901019,0.000207791,0.130021449,69.24253082,0,0,0,0,0,103.222702,0,0,2.096,0,0,1990
1,AUS,1992,39.400002,46.599998,0.57514608,3,0,0,0,1,0.208331178,0.052095375,0.000113316,0.15393419,71.00066376,0,0,0,0,0,104.2404022,0,0,2.096,0,0,1990
1,AUS,1993,44.900002,48.700001,0.58068389,3,0,0,0,0,0.183207255,0.057700493,-0.000199749,0.124477219,73.2474823,0,0,0,0,0,106.1304016,0,0,0.48199999,0,1,1993
1,AUS,1994,44.900002,48.700001,0.58068389,4,0,0,0,0,0.167007432,0.086346698,-0.000857275,0.081010959,75.74285126,0,0,0,0,0,108.1415024,0,0,0,0,0,1993
1,AUS,1995,44.900002,48.700001,0.58068389,4,0,0,0,0,0.168467637,0.127432238,-0.001953174,0.04297948,77.94233704,0,0,0,0,0,113.1573029,0,0,0,0,0,1993
1,AUS,1996,46.900002,43.5,0.61760408,4,0,0,0,1,0.169602606,0.156539887,-0.003444192,0.016865095,79.97839355,0,0,0,0,0,116.1134033,0,0,1.688,0,1,1996
1,AUS,1997,46.900002,43.5,0.61760408,5,0,0,0,0,0.125472255,0.128863264,-0.00497457,0.002273404,82.66069794,0,0,0,0,0,115.8243027,0,0,2.096,0,0,1996
1,AUS,1998,39.200001,44.299999,0.59632951,5,8.8000002,0.1,8.9000006,0,0.07490363,0.085453153,-0.005637477,-0.00388841,86.07314301,0,0,0,0,0,117.6577988,0,0,2.096,0,1,1998
1,AUS,1999,39.200001,44.299999,0.59632951,4,8.8000002,0.1,8.9000006,0,0.036648219,0.046742215,-0.00373015,-0.00507691,88.51033783,0,0,0,0,0,119.7815018,0,0,2.096,0,0,1998
1,AUS,2000,39.200001,44.299999,0.59632951,4,8.8000002,0.1,8.9000006,0,0.017472927,0.019490609,0.003352169,-0.004126509,89.16481018,0,0,0,0,0,126.7312012,0,0,1,0,0,1998
1,AUS,2001,42.700001,42.5,0.5987556,4,4.5,0,4.5,0,0.018280946,0.002979737,0.018811063,-0.003059319,91.31784821,0,0,0,0,0,130.6889954,0,0,1,0,1,2001
1,AUS,2002,42.700001,42.5,0.5987556,4,4.5,0,4.5,0,0.037179798,-0.006627494,0.045311768,-0.003237209,93.20937347,0,0,0,0,0,134.6463013,0,0,1,0,0,2001
1,AUS,2003,42.700001,42.5,0.5987556,4,4.5,0,4.5,0,0.069352054,-0.013644937,0.082509748,-0.005532556,95.81865692,0,0,0,0,0,137.8320007,0,0,1,0,0,2001
1,AUS,2004,46.400002,41.900002,0.58977783,4,1.6,0,1.6,0,0.104031519,-0.021326043,0.122810587,-0.010299784,96.9933548,0,0,0,0,0,141.4033051,0,0,1,0,1,2004
1,AUS,2005,46.400002,41.900002,0.58977783,4,1.6,0,1.6,1,0.119355666,-0.030741078,0.145418306,-0.017008109,98.56506348,0,0,0,0,0,145.3610992,0,,1,0,0,2004
1,AUS,2006,46.400002,41.900002,0.58977783,4,1.6,0,1.6,0,0.076816929,-0.039548135,0.109887236,-0.02347878,100,0,0,0,0,0,150.0912018,0,,,0,0,2004
1,AUS,2007,43.400002,45.5,0.55475563,4,0.5,0,0.5,0,0.029714381,-0.04048674,0.063408324,-0.024811752,101.7231445,0,0,0,0,0,154.530899,0,,,0,1,2007
1,AUS,2008,43.400002,45.5,0.55475563,4,0.5,0,0.5,0,0.019056389,-0.019968715,0.035590562,-0.01235037,103.5283203,1,0,0,1,0,160.2254028,0,,,0,0,2007
1,AUS,2009,43.400002,45.5,0.55475563,4,0.5,0,0.5,0,0.081097017,0.042071999,0.04589761,0.026531897,102.8594666,0,0,0,0,0,163.602951,0,,,0,0,2007
1,AUS,2010,37.990002,57.900002,0.66097778,4,0.30000001,0,0.30000001,0,0.249041308,0.16889645,0.108098636,0.106437641,103.5390625,0,0,0,0,0,167.9466095,1,,,0,1,2010
1,AUS,2011,37.990002,57.900002,0.66097778,4,0.30000001,0,0.30000001,0,0.543118783,0.37703417,0.228619194,0.237724351,103.9568558,0,0,0,0,0,173.1579895,0,,,0,0,2010
1,AUS,2012,37.990002,57.900002,0.66097778,4,0.30000001,0,0.30000001,4,0.943712352,0.655991258,0.396589052,0.413719491,107.8790267,0,0,0,0,0,174.9207802,0,,,0,0,2010
1,AUS,2013,45.549999,53.080002,0.69530201,5,0.69999999,0,0.69999999,,,,,,108.6715668,0,0,0,0,0,177.3706688,,,,0,1,2013
1,AUS,2014,45.549999,53.080002,0.69530201,5,0.69999999,0,0.69999999,,,,,,110.30208,0,0,0,0,0,179.8585915,,,,0,0,2013
2,AUT,1870,,,,,,,,,,,,,7.6302,0,0,0,0,0,,,,,0,,
2,AUT,1871,,,,,,,,,,,,,8.1599,0,0,0,0,0,,,,,0,,
2,AUT,1872,,,,,,,,,,,,,8.1983,1,0,1,0,0,,,,,0,,
2,AUT,1873,,,,,,,,,,,,,7.9958,0,1,0,0,0,,,,,0,,
2,AUT,1874,,,,,,,,,,,,,8.3226,1,0,1,0,0,,,,,0,,
2,AUT,1875,,,,,,,,,,,,,8.3116,0,0,0,0,0,,,,,0,,
2,AUT,1876,,,,,,,,,,,,,8.438,0,0,0,0,0,,,,,0,,
2,AUT,1877,,,,,,,,,,,,,8.6829,0,0,0,0,0,,,,,0,,
2,AUT,1878,,,,,,,,,,,,,8.947,1,0,0,1,0,,,,,0,,
2,AUT,1879,,,,,,,,,,,,,8.8245,0,0,0,0,0,,,,,0,,
2,AUT,1880,,,,,,,,,,,,,8.8992,0,0,0,0,0,,,,,0,,
2,AUT,1881,,,,,,,,,,,,,9.2003,0,0,0,0,0,,,,,0,,
2,AUT,1882,,,,,,,,,,,,,9.2091,0,0,0,0,0,,,,,0,,
2,AUT,1883,,,,,,,,,,,,,9.4936,0,0,0,0,0,,,,,0,,
2,AUT,1884,,,,,,,,,,,,,9.6491,1,0,0,1,0,,,,,0,,
2,AUT,1885,,,,,,,,,,,,,9.5155,0,0,0,0,0,,,,,0,,
2,AUT,1886,,,,,,,,,,,,,9.7422,0,0,0,0,0,,,,,0,,
2,AUT,1887,,,,,,,,,,,,,10.3168,1,0,0,1,0,,,,,0,,
2,AUT,1888,,,,,,,,,,,,,10.2127,0,0,0,0,0,,,,,0,,
2,AUT,1889,,,,,,,,,,,,,9.9914,0,0,0,0,0,,,,,0,,
2,AUT,1890,,,,,,,,,,,,,10.4786,0,0,0,0,0,,,,,0,,
2,AUT,1891,,,,,,,,,,,,,10.7703,0,0,0,0,0,,,,,0,,
2,AUT,1892,,,,,,,,,,,,,10.9404,1,0,0,1,0,,,,,0,,
2,AUT,1893,,,,,,,,,,,,,10.9254,0,0,0,0,0,,,,,0,,
2,AUT,1894,,,,,,,,,,,,,11.4572,0,0,0,0,0,,,,,0,,
2,AUT,1895,,,,,,,,,,,,,11.6634,0,0,0,0,0,,,,,0,,
2,AUT,1896,,,,,,,,,,,,,11.8008,0,0,0,0,0,,,,,0,,
2,AUT,1897,,,,,,,,,,,,,11.8414,0,0,0,0,0,,,,,0,,
2,AUT,1898,,,,,,,,,,,,,12.4,0,0,0,0,0,,,,,0,,
2,AUT,1899,,,,,,,,,,,,,12.5204,1,0,0,1,0,,,,,0,,
2,AUT,1900,,,,,,,,,,,,,12.4863,0,0,0,0,0,,,,,0,,
2,AUT,1901,,,,,,,,,,,,,12.7607,0,0,0,0,0,,,,,0,,
2,AUT,1902,,,,,,,,,,,,,12.8044,0,0,0,0,0,,,,,0,,
2,AUT,1903,,,,,,,,,,,,,12.807,0,0,0,0,0,,,,,0,,
2,AUT,1904,,,,,,,,,,,,,12.9,0,0,0,0,0,,,,,0,,
2,AUT,1905,,,,,,,,,,,,,13.5367,0,0,0,0,0,,,,,0,,
2,AUT,1906,,,,,,,,,,,,,13.8982,0,0,0,0,0,,,,,0,,
2,AUT,1907,,,,,,,,,,,,,14.6624,1,0,0,1,0,,,,,0,,
2,AUT,1908,,,,,,,,,,,,,14.6,0,0,0,0,0,,,,,0,,
2,AUT,1909,,,,,,,,,,,,,14.4386,0,0,0,0,0,,,,,0,,
2,AUT,1910,,,,,,,,,,,,,14.5079,0,0,0,0,0,,,,,0,,
2,AUT,1911,,,,,,,,,,,,,14.8615,0,0,0,0,0,,,,,0,,
2,AUT,1912,,,,,,,,,,,,,15.4781,1,0,0,1,1,,,,,0,,
2,AUT,1913,,,,,,,,,,,,,15.2894,0,0,0,0,0,,,,,0,,
2,AUT,1914,,,,,,,,,,,,,13.684,0,0,0,0,0,,,,,0,,
2,AUT,1915,,,,,,,,,,,,,13.6993,1,0,0,1,0,,,,,0,,
2,AUT,1916,,,,,,,,,,,,,12.3079,0,0,0,0,0,,,,,0,,
2,AUT,1917,,,,,,,,,,,,,10.7331,0,0,0,0,0,,,,,0,,
2,AUT,1918,,,,,,,,,,,,,9.5711,0,0,0,0,0,,,1,,0,,
2,AUT,1919,76.699997,23.300003,0.63169998,4,18.4,0,18.4,1,0.499747905,-0.009965005,0.47344337,0.086731796,10.10999966,0,0,0,0,0,,0,0,,0,1,1919
